省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
安徽省,淮南市,田家庵区,新集能源,中煤新集能源股份有限公司,煤炭开采,543980,67452,12.40%,新集能源(601918),,安徽省淮南市洞山中路12号,安徽省淮南市洞山中路12号,www.sdicxinji.com.cn,2007-12-19
安徽省,淮南市,大通区,山河药辅,安徽山河药用辅料股份有限公司,制药,22872,3663,16.00%,山河药辅(300452),,安徽省淮南经济技术开发区,安徽省淮南经济技术开发区,www.shanhe01.com,2015-5-15
