省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
福建省,福州市,马尾区,华映科技,华映科技(集团)股份有限公司,电子电气组件与设备,344518,5474,1.60%,华映科技(000536),,福建省福州市马尾区儒江西路6号1#楼第三、四层,福建省福州市马尾区儒江西路6号1#楼第三、四层,www.cpttg.com,1993-11-26
福建省,福州市,马尾区,新大陆,福建新大陆电脑股份有限公司,计算机服务,350656,64284,18.30%,新大陆(000997),,福建省福州市马尾区儒江西路1号,福建省福州市马尾区儒江西路1号,www.newlandcomputer.com,2000-8-7
福建省,福州市,马尾区,国脉科技,国脉科技股份有限公司,移动通信服务,105082,10944,10.40%,国脉科技(002093),,福建省福州市马尾区江滨东大道116号,福建省福州市马尾区江滨东大道116号,www.guomaitech.com,2006-12-15
福建省,福州市,马尾区,?N兴股份,?N兴集团股份有限公司,容器与包装,148488,10596,7.10%,?N兴股份(002752),,福建省福州市经济技术开发区经一路,福建省福州市经济技术开发区经一路,www.shengxingholdings.com,2015-4-22
福建省,福州市,马尾区,星云股份,福建星云电子股份有限公司,工业机械,18784,4313,23.00%,星云股份(300648),,福建省福州市马尾区快安马江大道石狮路6号1-4#楼,福建省福州市马尾区快安马江大道石狮路6号1-4#楼,www.e-nebula.com,2017-4-25
