省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
广东省,汕头市,濠江区,英联股份,广东英联包装股份有限公司,耐用消费品,30412,4028,13.20%,英联股份(002846),,广东省汕头市濠江区达南路中段,广东省汕头市濠江区达南路中段,www.enpackcorp.com,2017-2-7
广东省,汕头市,濠江区,万顺股份,汕头万顺包装材料股份有限公司,有色金属,223286,8541,3.80%,万顺股份(300057),,广东省汕头保税区万顺工业园,广东省汕头保税区万顺工业园,www.wanshun.cn,2010-2-26
广东省,汕头市,濠江区,金明精机,广东金明精机股份有限公司,工业机械,28597,3904,13.70%,金明精机(300281),,广东省汕头市濠江区纺织工业园,广东省汕头市濠江区纺织工业园,www.jmjj.com,2011-12-29
