省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
安徽省,黄山市,屯溪区,黄山旅游,黄山旅游发展股份有限公司,旅游业,131745,48932,37.10%,黄山旅游(600054),,安徽省黄山市屯溪区天都大道5号（天都国际饭店D座16-18楼）,安徽省黄山市屯溪区天都大道5号（天都国际饭店D座16-18楼）,"""""""""""""""www.huangshan.com.cn""""""","""""""tourmart.cn""""""""""""""",1997-5-6
安徽省,黄山市,屯溪区,黄山旅游,黄山旅游发展股份有限公司,旅游业,131745,48932,37.10%,黄山B股(900942),,安徽省黄山市屯溪区天都大道5号（天都国际饭店D座16-18楼）,安徽省黄山市屯溪区天都大道5号（天都国际饭店D座16-18楼）,"""""""""""""""www.huangshan.com.cn""""""","""""""tourmart.cn""""""""""""""",1997-5-6
