省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
山东省,东营市,东营区,宝莫股份,山东宝莫生物化工股份有限公司,特种化工品,22471,-7765,-34.60%,宝莫股份(002476),山东省东营市东营区西四路892号,山东省东营市东营区西四路892号,www.slcapam.com,2010-9-15
山东省,东营市,东营区,国瓷材料,山东国瓷功能材料股份有限公司,通用化工品,89857,20384,22.70%,国瓷材料(300285),山东省东营市东营区辽河路24号,山东省东营市东营区辽河路24号,www.sinocera.com.cn,2012-1-13
