省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
安徽省,安庆市,迎江区,华茂股份,安徽华茂纺织股份有限公司,服装与服饰,164325,1514,0.90%,华茂股份(000850),,安徽省安庆市纺织南路80号,安徽省安庆市纺织南路80号,www.chinahuamao.net,1998-10-7
