省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
广东省,惠州市,博罗县,红墙股份,广东红墙新材料股份有限公司,特种化工品,43021,6067,14.10%,红墙股份(002809),,广东省博罗县石湾镇科技产业园,广东省博罗县石湾镇科技产业园,www.redwall.com.cn,2016-8-23
