省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
江苏省,扬州市,宝应县,晨化股份,扬州晨化新材料股份有限公司,特种化工品,51325,6547,12.80%,晨化股份(300610),江苏省宝应县曹甸镇镇中路231号,江苏省宝应县曹甸镇镇中路231号,www. yzch.cc,2017/2/13
江苏省,扬州市,宝应县,宝胜股份,宝胜科技创新股份有限公司,电子电气组件与设备,1289429,11875,0.90%,宝胜股份(600973),江苏省宝应县安宜镇苏中路1号,江苏省宝应县安宜镇苏中路1号,www.baoshengcable.com,2004/8/2
