省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
辽宁省,锦州市,太和区,锦州港,锦州港股份有限公司,运输服务,313795,10926,3.50%,锦州港(600190),,辽宁省锦州经济技术开发区锦港大街一段1号,辽宁省锦州经济技术开发区锦港大街一段1号,www.jinzhouport.com,1999-6-9
辽宁省,锦州市,太和区,锦州港,锦州港股份有限公司,运输服务,313795,10926,3.50%,锦港B股(900952),,辽宁省锦州经济技术开发区锦港大街一段1号,辽宁省锦州经济技术开发区锦港大街一段1号,www.jinzhouport.com,1999-6-9
辽宁省,锦州市,凌海市,金城股份,金城造纸股份有限公司,综合公共事业,87129,36063,41.40%,神雾节能(000820),,辽宁省凌海市金城街,辽宁省凌海市金城街,www.sw-es.cn,1998-6-30
辽宁省,锦州市,锦州市,新华龙,锦州新华龙钼业股份有限公司,有色金属,151644,3625,2.40%,新华龙(603399),,辽宁省凌海市大有乡双庙农场,辽宁省凌海市大有乡双庙农场,www.ncdmoly.com,2012-8-24
