省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
新疆维吾尔族自治区,乌鲁木齐市,天山区,八一钢铁,新疆八一钢铁股份有限公司,钢铁,1257115,76660,6.10%,八一钢铁(600581),,新疆维吾尔族自治区乌鲁木齐市头屯河区新钢路,新疆维吾尔族自治区乌鲁木齐市头屯河区新钢路,www.bygt.com.cn,2002-8-16
新疆维吾尔族自治区,乌鲁木齐市,天山区,百花村,新疆百花村股份有限公司,商业辅助服务,32347,8224,25.40%,百花村(600721),,新疆维吾尔族自治区乌鲁木齐市中山路141号,新疆维吾尔族自治区乌鲁木齐市中山路141号,www.xjbhc.net,1996-6-26
新疆维吾尔族自治区,乌鲁木齐市,天山区,中粮糖业,中粮屯河糖业股份有限公司,食品生产（IV）,1429149,66093,4.60%,中粮糖业(600737),,新疆昌吉州昌吉市大西渠镇区玉堂村丘54栋1层W101,新疆维吾尔族自治区乌鲁木齐市黄河路2号招商银行大厦20楼,www.cofcotunhe.com,1996-7-31
新疆维吾尔族自治区,乌鲁木齐市,天山区,友好集团,新疆友好(集团)股份有限公司,百货零售,423240,-24376,-5.80%,友好集团(600778),,新疆维吾尔族自治区乌鲁木齐市友好南路668号,新疆维吾尔族自治区乌鲁木齐市友好南路668号,www.xjyh.com.cn,1996-12-3
新疆维吾尔族自治区,乌鲁木齐市,天山区,新疆众和,新疆众和股份有限公司,铝业,377184,10934,2.90%,新疆众和(600888),,新疆维吾尔族自治区乌鲁木齐市喀什东路18号,新疆维吾尔族自治区乌鲁木齐市喀什东路18号,www.joinworld.com,1996-2-15
新疆维吾尔族自治区,乌鲁木齐市,天山区,德新交运,德力西新疆交通运输集团股份有限公司,公路运输,15637,2301,14.70%,德新交运(603032),,新疆维吾尔族自治区乌鲁木齐市黑龙江路51号,新疆维吾尔族自治区乌鲁木齐市黑龙江路51号,www.xjdlxky.com,2017-1-5
新疆维吾尔族自治区,乌鲁木齐市,天山区,汇嘉时代,新疆汇嘉时代百货股份有限公司,一般零售业,212085,11314,5.30%,汇嘉时代(603101),,新疆乌鲁木齐市新市区北京南路钻石城5号1栋23层,新疆维吾尔族自治区乌鲁木齐高新技术产业开发区北京南路钻石城5号1栋23层,www.winkatimes.com,2016-5-6
新疆维吾尔族自治区,乌鲁木齐市,天山区,新天然气,新疆鑫泰天然气股份有限公司,管道输送,63007,17414,27.60%,新天然气(603393),,新疆维吾尔族自治区乌鲁木齐高新技术产业开发区（新市区）阿勒泰路蜘蛛山巷179号楼兰新城25栋1层商铺2,新疆维吾尔族自治区乌鲁木齐高新技术产业开发区（新市区）阿勒泰路蜘蛛山巷179号楼兰新,--,2016-9-12
新疆维吾尔族自治区,乌鲁木齐市,天山区,广汇物流,广汇物流股份有限公司,综合工业,41653,18562,44.60%,广汇物流(600603),,福建省厦门市思明区鹭江道2号1701室,新疆维吾尔族自治区乌鲁木齐市天山区新华北路165号,xingyefangchan.co.bokee.net,1992-1-13
新疆维吾尔族自治区,石河子市,开发区,西部牧业,新疆西部牧业股份有限公司,农业与渔业,53720,-8297,-15.40%,西部牧业(300106),,新疆维吾尔族自治区石河子市开发区北三东路29-2号,新疆维吾尔族自治区石河子市开发区北三东路29-2号,www.xjxbmy.com,2010-8-20
新疆维吾尔族自治区,乌鲁木齐市,高新区,国际实业,新疆国际实业股份有限公司,煤炭开采,25329,-6395,-25.20%,国际实业(000159),,新疆维吾尔族自治区乌鲁木齐市高新区北京南路358号大成国际9楼,新疆维吾尔族自治区乌鲁木齐市高新区北京南路358号大成国际9楼,www.xjgjsy.com,2000-9-26
新疆维吾尔族自治区,乌鲁木齐市,高新区,天康生物,新疆天康畜牧生物技术股份有限公司,农业与渔业,346610,32087,9.30%,天康生物(002100),,新疆维吾尔族自治区乌鲁木齐市高新区长春南路528号,新疆维吾尔族自治区乌鲁木齐市高新区长春南路528号天康企业大厦,www.tcsw.com.cn,2006-12-26
新疆维吾尔族自治区,乌鲁木齐市,高新区,北新路桥,新疆北新路桥集团股份有限公司,建筑施工,540647,7977,1.50%,北新路桥(002307),,新疆维吾尔族自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层,新疆维吾尔族自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层,www.xjbxlq.com,2009-11-11
新疆维吾尔族自治区,乌鲁木齐市,高新区,熙菱信息,新疆熙菱信息技术股份有限公司,软件,47445,3574,7.50%,熙菱信息(300588),,新疆维吾尔族自治区乌鲁木齐市高新区（新市区）北京南路358号大成国际大厦10层,新疆维吾尔族自治区乌鲁木齐市高新区（新市区）北京南路358号大成国际大厦10层,www.sit.com.cn,2017-1-5
新疆维吾尔族自治区,昌吉回族自治州,昌吉市,麦趣尔,麦趣尔集团股份有限公司,食品生产（IV）,41738,2624,6.30%,麦趣尔(002719),,新疆维吾尔族自治区昌吉回族自治州昌吉市麦趣尔大道,新疆维吾尔族自治区昌吉回族自治州昌吉市麦趣尔大道,www.maiquer.com,2014-1-28
新疆维吾尔族自治区,阿拉尔市,阿拉尔市,新农开发,新疆塔里木农业综合开发股份有限公司,农业与渔业,89818,-18159,-20.20%,新农开发(600359),,新疆维吾尔族自治区阿拉尔南口镇迎宾路1号,新疆阿拉尔市军垦大道东75号领先商业写字楼11、12层,www.xnkf.com,1999-4-29
