省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
广东省,韶关市,武江区,韶能股份,广东韶能集团股份有限公司,电力（IV）,271705,55253,20.30%,韶能股份(000601),广东省韶关市武江区沿江路16号,广东省韶关市武江区沿江路16号,www.shaoneng.com.cn;www.sn0601.com,1996-8-30
