省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
福建省,福州市,长乐市,雪人股份,福建雪人股份有限公司,工业机械,68625,-669,-1.00%,雪人股份(002639),福建省福州滨海工业区(松下镇首祉村),福建省福州长乐市闽江口洞山西路,www.snowkey.com,2011-12-5
福建省,福州市,长乐市,阿石创,福建阿石创新材料股份有限公司,通用化工品,17407,3788,21.80%,阿石创(300706),福建省长乐市航城街道琴江村太平里169号,福建省长乐市航城街道琴江村太平里169号,www.acetron.com.cn,2017-9-26
