省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
四川省,宜宾市,南溪区,宜宾纸业,宜宾纸业股份有限公司,造纸,75581,-11067,-14.60%,宜宾纸业(600793),,四川省宜宾市南溪区裴石轻工业园区,四川省宜宾市南溪区裴石轻工业园区,www.yb-zy.com,1997-2-20
