省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
湖南省,常德市,武陵区,金健米业,金健米业股份有限公司,食品生产（IV）,199798,-87,0.00%,金健米业(600127),湖南省常德市德山开发区崇德路金健米业总部,湖南省常德市德山开发区崇德路金健米业总部,www.jjmy.cn,1998-5-6
湖南省,常德市,武陵区,大湖股份,大湖水殖股份有限公司,农业与渔业,63485,949,1.50%,大湖股份(600257),湖南省常德市建设东路348号泓鑫桃林6号楼,湖南省常德市建设东路348号泓鑫桃林6号楼,www.dhszgf.com,2000-6-12
湖南省,常德市,桃源县,佳沃股份,佳沃农业开发股份有限公司,农业与渔业,16428,-450,-2.70%,佳沃股份(300268),湖南省常德市桃源县陬市镇桂花路1号,湖南省常德市桃源县陬市镇桂花路1号,www.wanfushk.com,2011-9-27
