省,市,区县,公司简称,公司全名,行业,2017前3季度销售额(万）,利润(万）,利润率,股票代码,注册地址,办公地址,官网,上市日期
北京市,西城区,西城区,金融街,金融街控股股份有限公司,不动产投资开发,1591079,223232,14.00%,金融街(000402),,北京市西城区金城坊街7号,北京市西城区金融大街丙17号北京银行大厦11-12层,www.jrjkg.com,1996-6-26
北京市,西城区,西城区,中水渔业,中水集团远洋股份有限公司,农业与渔业,59434,8213,13.80%,中水渔业(000798),,北京市西城区西单民丰胡同31号中水大厦6层,北京市西城区西单民丰胡同31号中水大厦6层,www.cofc.com.cn,1998-2-12
北京市,西城区,西城区,华联股份,北京华联商厦股份有限公司,辅助服务,76666,4307,5.60%,华联股份(000882),,北京市通州区永乐经济技术开发区永开路1号,北京市西城区阜成门外大街1号四川大厦5层,www.beijing-hualian.com,1998-6-16
北京市,西城区,西城区,朗姿股份,朗姿股份有限公司,服装与服饰,164466,9517,5.80%,朗姿股份(002612),,北京市顺义区马坡镇白马路63号,北京市西城区裕民路18号北环中心1911房间,www.lancygroup.com,2011-8-30
北京市,西城区,西城区,金一文化,北京金一文化发展股份有限公司,有色金属,946928,16432,1.70%,金一文化(002721),,北京市西城区复兴门外大街A2号1号楼515室,北京市西城区复兴门外大街A2号中化大厦5层515室,www.e-kingee.com,2014-1-27
北京市,西城区,西城区,三夫户外,北京三夫户外用品股份有限公司,专业零售,24173,-913,-3.80%,三夫户外(002780),,北京市西城区马甸南村4号楼-5号（德胜园区）,北京市西城区马甸南村4号楼-5号（德胜园区）,www.sanfo.com,2015-12-9
北京市,西城区,西城区,元隆雅图,北京元隆雅图文化传播股份有限公司,商业辅助服务,57450,6255,10.90%,元隆雅图(002878),,北京市西城区平原里21号楼5层A606,北京市西城区平原里21号楼5层A606,www.ylyato.com,2017-6-6
北京市,西城区,西城区,恒华科技,北京恒华伟业科技股份有限公司,软件与计算机服务,45081,7596,16.80%,恒华科技(300365),,北京市西城区德胜门东滨河路11号4号楼3层,北京市西城区德胜门东滨河路11号4号楼3层,www.ieforever.com,2014-1-23
北京市,西城区,西城区,耐威科技,北京耐威科技股份有限公司,通讯设备,41776,3093,7.40%,耐威科技(300456),,北京市西城区裕民路18号北环中心A座2607室（德胜园区）,北京市西城区裕民路18号北环中心A座2607室（德胜园区）,www.navgnss.com,2015-5-14
北京市,西城区,西城区,华能国际,华能国际电力股份有限公司,电力（IV）,11107435,451805,4.10%,华能国际(600011),,北京市西城区复兴门内大街6号华能大厦,北京市西城区复兴门内大街6号华能大厦,www.hpi.com.cn;www.hpi-ir.com.hk,2001-12-6
北京市,西城区,西城区,民生银行,中国民生银行股份有限公司,银行业（IV）,10594100,4892400,46.20%,民生银行(600016),,北京市西城区复兴门内大街二号,北京市西城区复兴门内大街2号民生银行大厦,www.cmbc.com.cn,2000-12-19
